"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","make","MSRP2","id"
"864","Cadillac","ATS Coupe",2015,"regular",321,6,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",26,18,28.4421575585522,66865.5,"Luxury",0.0621869813307501,861
"865","Cadillac","ATS Coupe",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",28,18,28.4421575585522,58695,"Luxury",0.0642465369784087,862
"866","Cadillac","ATS Coupe",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,21,28.4421575585522,61223.5,"Luxury",0.0635726714329846,863
"867","Cadillac","ATS Coupe",2015,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",29,20,28.4421575585522,62666.5,"Luxury",0.0632035016574738,864
"868","Cadillac","ATS Coupe",2015,"regular",321,6,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",26,18,28.4421575585522,62075,"Luxury",0.0633535299363263,865
"869","Cadillac","ATS Coupe",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",28,18,28.4421575585522,65422.5,"Luxury",0.062527089837673,866
"870","Cadillac","ATS Coupe",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,21,28.4421575585522,54496,"Luxury",0.065449878312896,867
"871","Cadillac","ATS Coupe",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,21,28.4421575585522,58415.5,"Luxury",0.0643232493979985,868
"872","Cadillac","ATS Coupe",2015,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",29,20,28.4421575585522,57876,"Luxury",0.0644726279922962,869
"873","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,22,28.4421575585522,60934.4,"Luxury",0.0636479419306302,870
"874","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,22,28.4421575585522,53657.6,"Luxury",0.0657040573801583,871
"875","Cadillac","ATS Coupe",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",30,20,28.4421575585522,62304,"Luxury",0.0632952351318905,872
"876","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",30,22,28.4421575585522,62355.2,"Luxury",0.0632822381630059,873
"877","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,22,28.4421575585522,58169.6,"Luxury",0.0643911202225962,874
"878","Cadillac","ATS Coupe",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",30,20,28.4421575585522,57792,"Luxury",0.0644960427875095,875
"879","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",30,22,28.4421575585522,51769.6,"Luxury",0.066295079790692,876
"880","Cadillac","ATS Coupe",2016,"regular",335,6,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",28,19,28.4421575585522,61120,"Luxury",0.0635995676916603,877
"881","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",30,22,28.4421575585522,60729.6,"Luxury",0.0637015346036662,878
"882","Cadillac","ATS Coupe",2016,"regular",335,6,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",28,19,28.4421575585522,64864,"Luxury",0.0626612520310642,879
"883","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,22,28.4421575585522,48633.6,"Luxury",0.0673388810198676,880
"884","Cadillac","ATS Coupe",2016,"regular",335,6,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",28,19,28.4421575585522,66489.6,"Luxury",0.0622746893715087,881
"885","Cadillac","ATS Coupe",2016,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",30,22,28.4421575585522,56985.6,"Luxury",0.0647230118412728,882
"886","Cadillac","ATS Coupe",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",30,20,28.4421575585522,65068.8,"Luxury",0.0626118881309868,883
"887","Cadillac","ATS Coupe",2017,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",30,22,28.4421575585522,54677.7,"Luxury",0.0653954361390584,884
"888","Cadillac","ATS Coupe",2017,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,22,28.4421575585522,47369.7,"Luxury",0.0677836329094278,885
"889","Cadillac","ATS Coupe",2017,"premium",272,4,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",30,22,28.4421575585522,50393.7,"Luxury",0.0667430330079716,886
"890","Cadillac","ATS Coupe",2017,"regular",335,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",30,20,28.4421575585522,62363.7,"Luxury",0.0632800817542321,887
"891","Cadillac","ATS Coupe",2017,"premium",272,4,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",31,22,28.4421575585522,52157.7,"Luxury",0.0661714104831132,888
"892","Cadillac","ATS Coupe",2017,"regular",335,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",30,20,28.4421575585522,59213.7,"Luxury",0.0641053757668559,889
"893","Cadillac","ATS Coupe",2017,"regular",335,6,"AUTOMATIC","four wheel drive","2","Compact","Sports_Cars",27,19,28.4421575585522,61733.7,"Luxury",0.0634409128223466,890
"894","Cadillac","ATS-V",2016,"premium",464,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",23,17,28.4421575585522,80211.2,"Luxury",0.0594211765397332,891
"895","Cadillac","ATS-V",2016,"premium",464,6,"MANUAL","rear wheel drive","4","Compact","Sedan",23,17,28.4421575585522,77395.2,"Luxury",0.0599544596647732,892
"896","Cadillac","ATS-V",2017,"premium",464,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",23,16,28.4421575585522,79247.7,"Luxury",0.0596009707489695,893
"897","Cadillac","ATS-V",2017,"premium",464,6,"MANUAL","rear wheel drive","4","Compact","Sedan",23,16,28.4421575585522,76475.7,"Luxury",0.0601338672865044,894
"898","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Compact","Sedan",28,20,28.4421575585522,53742,"Luxury",0.0656782456720198,895
"899","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",30,21,28.4421575585522,51142,"Luxury",0.0664975390280144,896
"900","Cadillac","ATS",2015,"regular",202,4,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",33,21,28.4421575585522,43179.5,"Luxury",0.0693714221303232,897
"901","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",30,21,28.4421575585522,59299.5,"Luxury",0.0640821747781934,898
"902","Cadillac","ATS",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",28,18,28.4421575585522,61899.5,"Luxury",0.0633983879021001,899
"903","Cadillac","ATS",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",28,18,28.4421575585522,58058,"Luxury",0.0644220413484155,900
"904","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Compact","Sedan",28,20,28.4421575585522,60729.5,"Luxury",0.0637015608271224,901
"905","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Compact","Sedan",28,20,28.4421575585522,48418.5,"Luxury",0.0674135452759476,902
"906","Cadillac","ATS",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",28,18,28.4421575585522,53742,"Luxury",0.0656782456720198,903
"907","Cadillac","ATS",2015,"regular",321,6,"AUTOMATIC","four wheel drive","4","Compact","Sedan",26,18,28.4421575585522,60658,"Luxury",0.0637203244267175,904
"908","Cadillac","ATS",2015,"regular",321,6,"AUTOMATIC","four wheel drive","4","Compact","Sedan",26,18,28.4421575585522,63329.5,"Luxury",0.0630374280110623,905
"909","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Compact","Sedan",28,20,28.4421575585522,58058,"Luxury",0.0644220413484155,906
"910","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",30,21,28.4421575585522,45818.5,"Luxury",0.068350198976935,907
"911","Cadillac","ATS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",30,21,28.4421575585522,55458,"Luxury",0.0651641821763175,908
"912","Cadillac","ATS",2015,"regular",202,4,"AUTOMATIC","rear wheel drive","4","Compact","Sedan",33,21,28.4421575585522,48542,"Luxury",0.0673706261140058,909
"913","Cadillac","ATS",2015,"regular",321,6,"AUTOMATIC","four wheel drive","4","Compact","Sedan",26,18,28.4421575585522,56342,"Luxury",0.0649070595817626,910
"914","Cadillac","ATS",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",30,20,28.4421575585522,52915.2,"Luxury",0.0659333116195,911
"915","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",31,22,28.4421575585522,59020.8,"Luxury",0.0641576912208957,912
"916","Cadillac","ATS",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",30,20,28.4421575585522,57798.4,"Luxury",0.0644942573063593,913
"917","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",31,22,28.4421575585522,50355.2,"Luxury",0.0667557867571329,914
"918","Cadillac","ATS",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",28,19,28.4421575585522,60358.4,"Luxury",0.0637992495507898,915
"919","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",31,22,28.4421575585522,55238.4,"Luxury",0.065228850822412,916
"920","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,22,28.4421575585522,47673.6,"Luxury",0.0676753503778176,917
"921","Cadillac","ATS",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",30,20,28.4421575585522,61580.8,"Luxury",0.0634802558355594,918
"922","Cadillac","ATS",2016,"regular",202,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",32,22,28.4421575585522,47795.2,"Luxury",0.0676322645363826,919
"923","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",31,22,28.4421575585522,45113.6,"Luxury",0.068615641637349,920
"924","Cadillac","ATS",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",28,19,28.4421575585522,55475.2,"Luxury",0.0651591305754528,921
"925","Cadillac","ATS",2016,"regular",202,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",32,22,28.4421575585522,42515.2,"Luxury",0.0696408307805189,922
"926","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,22,28.4421575585522,60428.8,"Luxury",0.0637806597776801,923
"927","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,22,28.4421575585522,52915.2,"Luxury",0.0659333116195,924
"928","Cadillac","ATS",2016,"premium",272,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,22,28.4421575585522,57798.4,"Luxury",0.0644942573063593,925
"929","Cadillac","ATS",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",28,19,28.4421575585522,62988.8,"Luxury",0.063122496413593,926
"930","Cadillac","ATS",2017,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",30,20,28.4421575585522,59213.7,"Luxury",0.0641053757668559,927
"931","Cadillac","ATS",2017,"premium",272,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,22,28.4421575585522,50897.7,"Luxury",0.0665771899249632,928
"932","Cadillac","ATS",2017,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",30,20,28.4421575585522,55433.7,"Luxury",0.0651713223698757,929
"933","Cadillac","ATS",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",27,19,28.4421575585522,57953.7,"Luxury",0.0644510070957235,930
"934","Cadillac","ATS",2017,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",31,22,28.4421575585522,43589.7,"Luxury",0.0692076384154429,931
"935","Cadillac","ATS",2017,"premium",272,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,22,28.4421575585522,46109.7,"Luxury",0.068242028194526,932
"936","Cadillac","ATS",2017,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",31,22,28.4421575585522,48377.7,"Luxury",0.0674277543185777,933
"937","Toyota","Avalon Hybrid",2015,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,49140,"mainstream",0.0671647205235486,934
"938","Toyota","Avalon Hybrid",2015,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,54210,"mainstream",0.0655360328297138,935
"939","Toyota","Avalon Hybrid",2015,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,47411,"mainstream",0.0677688664048708,936
"940","Toyota","Avalon Hybrid",2016,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,46912,"mainstream",0.0679483652835518,937
"941","Toyota","Avalon Hybrid",2016,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,48768,"mainstream",0.0672924380968164,938
"942","Toyota","Avalon Hybrid",2016,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,53696,"mainstream",0.0656923073768785,939
"943","Toyota","Avalon Hybrid",2017,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,53613,"mainstream",0.0657177177201912,940
"944","Toyota","Avalon Hybrid",2017,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,48762,"mainstream",0.0672945080283188,941
"945","Toyota","Avalon Hybrid",2017,"regular",200,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",39,40,35.6635911994322,46935,"mainstream",0.067940039409079,942
"946","Toyota","Avalon",2015,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,48321,"mainstream",0.0674475256009038,943
"947","Toyota","Avalon",2015,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,41970.5,"mainstream",0.0698656918812515,944
"948","Toyota","Avalon",2015,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,51974,"mainstream",0.0662298031882294,945
"949","Toyota","Avalon",2015,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,46904,"mainstream",0.067951262436021,946
"950","Toyota","Avalon",2015,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,44382,"mainstream",0.0688966781188453,947
"951","Toyota","Avalon",2016,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,47424,"mainstream",0.0677642216794123,948
"952","Toyota","Avalon",2016,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,45888,"mainstream",0.0683243041939173,949
"953","Toyota","Avalon",2016,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,51776,"mainstream",0.0662930310220572,950
"954","Toyota","Avalon",2016,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,41792,"mainstream",0.069940174443718,951
"955","Toyota","Avalon",2016,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,21,35.6635911994322,44032,"mainstream",0.0690331827666514,952
"956","Toyota","Avalon",2017,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",30,21,35.6635911994322,51723,"mainstream",0.0663100069387033,953
"957","Toyota","Avalon",2017,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",30,21,35.6635911994322,47439,"mainstream",0.0677588643580477,954
"958","Toyota","Avalon",2017,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",30,21,35.6635911994322,41895,"mainstream",0.0698971472980514,955
"959","Toyota","Avalon",2017,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",30,21,35.6635911994322,45927,"mainstream",0.0683097947723627,956
"960","Toyota","Avalon",2017,"regular",268,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",30,21,35.6635911994322,44100,"mainstream",0.0690065559342354,957
"961","Dodge","Avenger",2014,"regular",173,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",29,21,32.4698367636622,26773.5,"mainstream",0.0781760481620899,958
"962","Dodge","Avenger",2014,"regular",283,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",29,19,32.4698367636622,33533.5,"mainstream",0.073897590639993,959
"963","Dodge","Avenger",2014,"regular",173,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",31,20,32.4698367636622,30283.5,"mainstream",0.0758051101651362,960
"964","Lamborghini","Aventador",2014,"premium",700,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",16,10,20.1738821859475,574080,"Super-Luxury",0.0363292887798522,961
"965","Lamborghini","Aventador",2014,"premium",700,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,516750,"Super-Luxury",0.0372975134017874,962
"966","Lamborghini","Aventador",2014,"premium",720,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",16,10,20.1738821859475,713440,"Super-Luxury",0.034408095603978,963
"967","Lamborghini","Aventador",2014,"premium",720,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,646945,"Super-Luxury",0.0352600691617464,964
"968","Lamborghini","Aventador",2015,"premium",700,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",16,10,20.1738821859475,574080,"Super-Luxury",0.0363292887798522,965
"969","Lamborghini","Aventador",2015,"premium",700,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,516750,"Super-Luxury",0.0372975134017874,966
"970","Lamborghini","Aventador",2015,"premium",720,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",16,10,20.1738821859475,713440,"Super-Luxury",0.034408095603978,967
"971","Lamborghini","Aventador",2015,"premium",720,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,646945,"Super-Luxury",0.0352600691617464,968
"972","Lamborghini","Aventador",2016,"premium",700,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",17,10,20.1738821859475,568064,"Super-Luxury",0.0364250941604889,969
"973","Lamborghini","Aventador",2016,"premium",750,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,685440,"Super-Luxury",0.0347542274302844,970
"974","Lamborghini","Aventador",2016,"premium",750,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,628096,"Super-Luxury",0.0355216796333087,971
"975","Lamborghini","Aventador",2016,"premium",700,12,"MANUAL","four wheel drive","2","Midsize","Sports_Cars",18,11,20.1738821859475,511360,"Super-Luxury",0.0373954110783336,972
"976","Hyundai","Azera",2015,"regular",293,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",28,19,25.1596877217885,49660,"mainstream",0.0669882019921929,973
"977","Hyundai","Azera",2015,"regular",293,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",29,20,25.1596877217885,44200,"mainstream",0.0689674919186202,974
"978","Hyundai","Azera",2016,"regular",293,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",29,20,25.1596877217885,43648,"mainstream",0.0691845169215755,975
"979","Hyundai","Azera",2016,"regular",293,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",28,19,25.1596877217885,50304,"mainstream",0.0667727664829767,976
"980","Hyundai","Azera",2017,"regular",293,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",28,20,25.1596877217885,42966,"mainstream",0.0694574394464911,977
"981","Hyundai","Azera",2017,"regular",293,6,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",28,19,25.1596877217885,49518,"mainstream",0.0670361750147554,978
"985","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,35483.5,"mainstream",0.0728607080373123,979
"986","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,41333.5,"mainstream",0.0701333291074103,980
"987","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,45363.5,"mainstream",0.0685209477441227,981
"988","Volkswagen","Beetle Convertible",2014,"regular",170,5,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",27,21,15.1171043293116,35483.5,"mainstream",0.0728607080373123,982
"989","Volkswagen","Beetle Convertible",2014,"diesel",140,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",41,28,15.1171043293116,42581.5,"mainstream",0.0696137069977927,983
"990","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,38213.5,"mainstream",0.0715230120775117,984
"991","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,38213.5,"mainstream",0.0715230120775117,985
"992","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,32721,"mainstream",0.0743521203380883,986
"993","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,39643.5,"mainstream",0.0708691138726057,987
"994","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,39903.5,"mainstream",0.0707533899172234,988
"995","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,38213.5,"mainstream",0.0715230120775117,989
"996","Volkswagen","Beetle Convertible",2014,"diesel",140,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",41,28,15.1171043293116,40553.5,"mainstream",0.0704681571906166,990
"997","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,39903.5,"mainstream",0.0707533899172234,991
"998","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,39981.5,"mainstream",0.0707188564049848,992
"999","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,45363.5,"mainstream",0.0685209477441227,993
"1000","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,35483.5,"mainstream",0.0728607080373123,994
"1001","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,43933.5,"mainstream",0.0690718438054892,995
"1002","Volkswagen","Beetle Convertible",2014,"diesel",140,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",41,28,15.1171043293116,39123.5,"mainstream",0.0711034338617274,996
"1003","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,39643.5,"mainstream",0.0708691138726057,997
"1004","Volkswagen","Beetle Convertible",2014,"regular",170,5,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",27,21,15.1171043293116,35483.5,"mainstream",0.0728607080373123,998
"1005","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,38213.5,"mainstream",0.0715230120775117,999
"1006","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,43933.5,"mainstream",0.0690718438054892,1000
"1007","Volkswagen","Beetle Convertible",2014,"regular",170,5,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",27,21,15.1171043293116,38213.5,"mainstream",0.0715230120775117,1001
"1008","Volkswagen","Beetle Convertible",2014,"diesel",140,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",41,28,15.1171043293116,38993.5,"mainstream",0.0711626226533901,1002
"1009","Volkswagen","Beetle Convertible",2014,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,32721,"mainstream",0.0743521203380883,1003
"1010","Volkswagen","Beetle Convertible",2014,"regular",170,5,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",27,21,15.1171043293116,32721,"mainstream",0.0743521203380883,1004
"1011","Volkswagen","Beetle Convertible",2014,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,41333.5,"mainstream",0.0701333291074103,1005
"1012","Volkswagen","Beetle Convertible",2014,"regular",170,5,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",27,21,15.1171043293116,32721,"mainstream",0.0743521203380883,1006
"1013","Volkswagen","Beetle Convertible",2014,"regular",170,5,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",27,21,15.1171043293116,38213.5,"mainstream",0.0715230120775117,1007
"1014","Volkswagen","Beetle Convertible",2014,"diesel",140,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",41,28,15.1171043293116,37563.5,"mainstream",0.0718304334659496,1008
"1015","Volkswagen","Beetle Convertible",2015,"diesel",150,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",40,30,15.1171043293116,39383.5,"mainstream",0.0709857904511217,1009
"1016","Volkswagen","Beetle Convertible",2015,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,41593.5,"mainstream",0.0700234707985423,1010
"1017","Volkswagen","Beetle Convertible",2015,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",31,23,15.1171043293116,44193.5,"mainstream",0.0689700277212504,1011
"1018","Volkswagen","Beetle Convertible",2015,"diesel",150,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",40,30,15.1171043293116,39253.5,"mainstream",0.0710444904024172,1012
"1019","Volkswagen","Beetle Convertible",2015,"premium",210,4,"MANUAL","front wheel drive","2","Compact","Sports_Cars",29,23,15.1171043293116,42373.5,"mainstream",0.0696989788856909,1013
"1020","Volkswagen","Beetle Convertible",2015,"regular",170,4,"AUTOMATIC","front wheel drive","2","Compact","Sports_Cars",32,24,15.1171043293116,38473.5,"mainstream",0.0714018683295742,1014
