"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","make","MSRP2","id"
"Chevrolet","Cruze",2017,"regular",153,4,"AUTOMATIC","front wheel drive","4","Compact","Sedan",37,28,24.2015613910575,30170.7,"mainstream",0.0758758646891324,1815
"Lexus","CT 200h",2015,"regular",134,4,"AUTOMATIC","front wheel drive","4","Compact","Sedan",40,43,7.68275372604684,41860,"Luxury",0.0699117533269121,1816
"Lexus","CT 200h",2016,"regular",134,4,"AUTOMATIC","front wheel drive","4","Compact","Sedan",40,43,7.68275372604684,40000,"Luxury",0.0707106781186548,1817
"Lexus","CT 200h",2017,"regular",134,4,"AUTOMATIC","front wheel drive","4","Compact","Sedan",40,43,7.68275372604684,39375,"Luxury",0.0709896211202011,1818
"Cadillac","CT6",2016,"premium",265,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,22,28.4421575585522,74745.6,"Luxury",0.0604788593851604,1819
"Cadillac","CT6",2016,"premium",404,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,86489.6,"Luxury",0.0583121464381058,1820
"Cadillac","CT6",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,77305.6,"Luxury",0.0599718244686151,1821
"Cadillac","CT6",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,71033.6,"Luxury",0.061253942095874,1822
"Cadillac","CT6",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,81369.6,"Luxury",0.0592085539894361,1823
"Cadillac","CT6",2016,"premium",265,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,22,28.4421575585522,68473.6,"Luxury",0.0618186062932139,1824
"Cadillac","CT6",2016,"premium",404,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,111955.2,"Luxury",0.0546687233890158,1825
"Cadillac","CT6",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,106835.2,"Luxury",0.0553122605753139,1826
"Cadillac","CT6",2016,"premium",404,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,82425.6,"Luxury",0.059017997641934,1827
"Cadillac","CT6",2017,"premium",404,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,81137.7,"Luxury",0.0592508147757178,1828
"Cadillac","CT6",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,80129.7,"Luxury",0.0594362801151457,1829
"Cadillac","CT6",2017,"premium",404,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,110243.7,"Luxury",0.0548796780397247,1830
"Cadillac","CT6",2017,"premium",265,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,22,28.4421575585522,67403.7,"Luxury",0.0620624714073612,1831
"Cadillac","CT6",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,76097.7,"Luxury",0.0602084043059265,1832
"Cadillac","CT6",2017,"premium",265,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,22,28.4421575585522,73577.7,"Luxury",0.0607174393990401,1833
"Cadillac","CT6",2017,"premium",404,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,85169.7,"Luxury",0.0585367653901267,1834
"Cadillac","CT6",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,105203.7,"Luxury",0.0555254703964202,1835
"Cadillac","CT6",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,28.4421575585522,69923.7,"Luxury",0.0614955796945984,1836
"Cadillac","CTS Coupe",2014,"regular",318,6,"AUTOMATIC","rear wheel drive","2","Midsize","Sports_Cars",27,18,28.4421575585522,51343.5,"Luxury",0.0664321996027019,1837
"Cadillac","CTS Coupe",2014,"regular",318,6,"AUTOMATIC","four wheel drive","2","Midsize","Sports_Cars",27,18,28.4421575585522,64993.5,"Luxury",0.0626300154367597,1838
"Cadillac","CTS Coupe",2014,"regular",318,6,"AUTOMATIC","rear wheel drive","2","Midsize","Sports_Cars",27,18,28.4421575585522,62393.5,"Luxury",0.0632725245396289,1839
"Cadillac","CTS Coupe",2014,"regular",318,6,"AUTOMATIC","four wheel drive","2","Midsize","Sports_Cars",27,18,28.4421575585522,59533.5,"Luxury",0.064019112040069,1840
"Cadillac","CTS Coupe",2014,"regular",318,6,"AUTOMATIC","four wheel drive","2","Midsize","Sports_Cars",27,18,28.4421575585522,53943.5,"Luxury",0.0656168261078466,1841
"Cadillac","CTS Coupe",2014,"regular",318,6,"AUTOMATIC","rear wheel drive","2","Midsize","Sports_Cars",27,18,28.4421575585522,56933.5,"Luxury",0.064737813813588,1842
"Cadillac","CTS-V Coupe",2014,"premium",556,8,"MANUAL","rear wheel drive","2","Midsize","Sports_Cars",19,14,28.4421575585522,82680,"Luxury",0.0589725467051515,1843
"Cadillac","CTS-V Coupe",2015,"premium",556,8,"MANUAL","rear wheel drive","2","Midsize","Sports_Cars",19,14,28.4421575585522,90870,"Luxury",0.0575963375114619,1844
"Cadillac","CTS-V Wagon",2014,"premium",556,8,"MANUAL","rear wheel drive","4","Midsize","SUV",19,14,28.4421575585522,82680,"Luxury",0.0589725467051515,1845
"Cadillac","CTS-V",2014,"premium",556,8,"MANUAL","rear wheel drive","4","Midsize","Sedan",19,14,28.4421575585522,82680,"Luxury",0.0589725467051515,1846
"Cadillac","CTS-V",2016,"premium",640,8,"AUTOMATIC","rear wheel drive","4","Large","Sedan",21,14,28.4421575585522,107513.6,"Luxury",0.0552247996513529,1847
"Cadillac","CTS-V",2017,"premium",640,8,"AUTOMATIC","rear wheel drive","4","Large","Sedan",21,14,28.4421575585522,108353.7,"Luxury",0.0551174432372522,1848
"Cadillac","CTS Wagon",2014,"regular",318,6,"AUTOMATIC","rear wheel drive","4","Midsize","SUV",26,18,28.4421575585522,64733.5,"Luxury",0.0626928087935811,1849
"Cadillac","CTS Wagon",2014,"regular",270,6,"AUTOMATIC","four wheel drive","4","Midsize","SUV",26,18,28.4421575585522,57323.5,"Luxury",0.0646274209596335,1850
"Cadillac","CTS Wagon",2014,"regular",270,6,"AUTOMATIC","rear wheel drive","4","Midsize","SUV",26,18,28.4421575585522,54853.5,"Luxury",0.0653429765853887,1851
"Cadillac","CTS Wagon",2014,"regular",318,6,"AUTOMATIC","four wheel drive","4","Midsize","SUV",26,18,28.4421575585522,59923.5,"Luxury",0.063914692981015,1852
"Cadillac","CTS Wagon",2014,"regular",318,6,"AUTOMATIC","rear wheel drive","4","Midsize","SUV",26,18,28.4421575585522,57453.5,"Luxury",0.0645908317919604,1853
"Cadillac","CTS Wagon",2014,"regular",318,6,"AUTOMATIC","four wheel drive","4","Midsize","SUV",26,18,28.4421575585522,67203.5,"Luxury",0.0621086410660073,1854
"Cadillac","CTS",2015,"regular",321,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,71461,"Luxury",0.0611621477683997,1855
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,66651,"Luxury",0.0622369544721894,1856
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,69251,"Luxury",0.0616443798277265,1857
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,80691,"Luxury",0.0593326472297359,1858
"Cadillac","CTS",2015,"regular",321,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,82901,"Luxury",0.0589332046526879,1859
"Cadillac","CTS",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",29,18,28.4421575585522,80301,"Luxury",0.0594045570056478,1860
"Cadillac","CTS",2015,"premium",420,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",24,16,28.4421575585522,90142,"Luxury",0.0577122760887698,1861
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,61548.5,"Luxury",0.0634885826383003,1862
"Cadillac","CTS",2015,"regular",321,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",26,18,28.4421575585522,77181,"Luxury",0.0599960142620091,1863
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,58948.5,"Luxury",0.0641773544402468,1864
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,72371,"Luxury",0.0609689697773447,1865
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,74971,"Luxury",0.0604333506849668,1866
"Cadillac","CTS",2015,"premium",272,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,78091,"Luxury",0.0598204607774328,1867
"Cadillac","CTS",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",29,18,28.4421575585522,68861,"Luxury",0.0617314770822975,1868
"Cadillac","CTS",2015,"regular",321,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",29,18,28.4421575585522,74581,"Luxury",0.060512200960095,1869
"Cadillac","CTS",2015,"premium",420,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",24,16,28.4421575585522,77142,"Luxury",0.0600035957386578,1870
"Cadillac","CTS",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,74604.8,"Luxury",0.0605073743178902,1871
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,21,28.4421575585522,58316.8,"Luxury",0.0643504485897147,1872
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,21,28.4421575585522,77676.8,"Luxury",0.0599000477398839,1873
"Cadillac","CTS",2016,"premium",420,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",24,16,28.4421575585522,76742.4,"Luxury",0.0600815538144591,1874
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,21,28.4421575585522,65644.8,"Luxury",0.0624740869403487,1875
"Cadillac","CTS",2016,"premium",420,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",24,16,28.4421575585522,89542.4,"Luxury",0.0578086486557684,1876
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",29,21,28.4421575585522,68204.8,"Luxury",0.0618794243720605,1877
"Cadillac","CTS",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,77164.8,"Luxury",0.0599991629091975,1878
"Cadillac","CTS",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,68204.8,"Luxury",0.0618794243720605,1879
"Cadillac","CTS",2016,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,80236.8,"Luxury",0.0594164363078308,1880
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",29,21,28.4421575585522,74604.8,"Luxury",0.0605073743178902,1881
"Cadillac","CTS",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,82796.8,"Luxury",0.0589517378084125,1882
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",29,21,28.4421575585522,80236.8,"Luxury",0.0594164363078308,1883
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,21,28.4421575585522,72044.8,"Luxury",0.0610378657935997,1884
"Cadillac","CTS",2016,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",28,19,28.4421575585522,70764.8,"Luxury",0.061312027676656,1885
"Cadillac","CTS",2016,"premium",268,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",29,21,28.4421575585522,60876.8,"Luxury",0.0636629920867567,1886
"Cadillac","CTS",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,19,28.4421575585522,77105.7,"Luxury",0.060010656650161,1887
"Cadillac","CTS",2017,"premium",268,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,22,28.4421575585522,65135.7,"Luxury",0.0625958049784075,1888
"Cadillac","CTS",2017,"premium",420,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",24,16,28.4421575585522,89201.7,"Luxury",0.0578637688490892,1889
"Cadillac","CTS",2017,"premium",268,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",29,21,28.4421575585522,60473.7,"Luxury",0.06376881764914,1890
"Cadillac","CTS",2017,"regular",335,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,19,28.4421575585522,70175.7,"Luxury",0.0614402977440027,1891
"Cadillac","CTS",2017,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,74585.7,"Luxury",0.0605112476471092,1892
"Cadillac","CTS",2017,"regular",335,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,20,28.4421575585522,67655.7,"Luxury",0.0620045988421843,1893
"Cadillac","CTS",2017,"premium",268,4,"AUTOMATIC","four wheel drive","4","Large","Sedan",29,21,28.4421575585522,67655.7,"Luxury",0.0620045988421843,1894
"Cadillac","CTS",2017,"premium",420,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",24,16,28.4421575585522,76475.7,"Luxury",0.0601338672865044,1895
"Cadillac","CTS",2017,"premium",268,4,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,22,28.4421575585522,57953.7,"Luxury",0.0644510070957235,1896
"Nissan","Cube",2014,"regular",122,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",31,27,35.2732434350603,24700,"mainstream",0.079767459717342,1897
"Nissan","Cube",2014,"regular",122,4,"MANUAL","front wheel drive","4","Compact","SUV",30,25,35.2732434350603,21970,"mainstream",0.0821376901824954,1898
"Nissan","Cube",2014,"regular",122,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",31,27,35.2732434350603,23270,"mainstream",0.0809656681569157,1899
"Mazda","CX-3",2016,"regular",146,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",35,29,10.0248403122782,25548.8,"mainstream",0.0790965194597866,1900
"Mazda","CX-3",2016,"regular",146,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",35,29,10.0248403122782,28108.8,"mainstream",0.0772306026289846,1901
"Mazda","CX-3",2016,"regular",146,4,"AUTOMATIC","four wheel drive","4","Compact","SUV",32,27,10.0248403122782,33587.2,"mainstream",0.0738680356155478,1902
"Mazda","CX-3",2016,"regular",146,4,"AUTOMATIC","four wheel drive","4","Compact","SUV",32,27,10.0248403122782,29708.8,"mainstream",0.0761690821796856,1903
"Mazda","CX-3",2016,"regular",146,4,"AUTOMATIC","four wheel drive","4","Compact","SUV",32,27,10.0248403122782,27148.8,"mainstream",0.0779044633875537,1904
"Mazda","CX-3",2016,"regular",146,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",35,29,10.0248403122782,31987.2,"mainstream",0.074774917674714,1905
"Mazda","CX-3",2017,"regular",146,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",34,29,10.0248403122782,31487.4,"mainstream",0.0750698934906942,1906
"Mazda","CX-3",2017,"regular",146,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",34,29,10.0248403122782,25149.6,"mainstream",0.0794085433455278,1907
"Mazda","CX-3",2017,"regular",146,4,"AUTOMATIC","front wheel drive","4","Compact","SUV",34,29,10.0248403122782,27669.6,"mainstream",0.0775352657531652,1908
"Mazda","CX-3",2017,"regular",146,4,"AUTOMATIC","four wheel drive","4","Compact","SUV",32,27,10.0248403122782,29244.6,"mainstream",0.0764695577651775,1909
"Mazda","CX-3",2017,"regular",146,4,"AUTOMATIC","four wheel drive","4","Compact","SUV",32,27,10.0248403122782,33062.4,"mainstream",0.0741594339180552,1910
"Mazda","CX-3",2017,"regular",146,4,"AUTOMATIC","four wheel drive","4","Compact","SUV",32,27,10.0248403122782,26724.6,"mainstream",0.0782117847911855,1911
"Mazda","CX-5",2014,"regular",155,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",32,26,10.0248403122782,29633.5,"mainstream",0.0762174233698719,1912
"Mazda","CX-5",2014,"regular",155,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",31,25,10.0248403122782,31258.5,"mainstream",0.0752069483107954,1913
"Mazda","CX-5",2014,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",32,25,10.0248403122782,32259.5,"mainstream",0.0746166233771496,1914
"Mazda","CX-5",2014,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,33884.5,"mainstream",0.0737054716446296,1915
"Mazda","CX-5",2014,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,37791,"mainstream",0.0717220846251755,1916
"Mazda","CX-5",2014,"regular",155,4,"MANUAL","front wheel drive","4","Midsize","SUV",35,26,10.0248403122782,27813.5,"mainstream",0.0774347836379606,1917
"Mazda","CX-5",2014,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",32,25,10.0248403122782,36166,"mainstream",0.0725145039616565,1918
"Mazda","CX-5",2015,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",32,25,10.0248403122782,36361,"mainstream",0.0724170860211291,1919
"Mazda","CX-5",2015,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,37986,"mainstream",0.0716298611033137,1920
"Mazda","CX-5",2015,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,34079.5,"mainstream",0.0735998105449217,1921
"Mazda","CX-5",2015,"regular",155,4,"MANUAL","front wheel drive","4","Midsize","SUV",35,26,10.0248403122782,28008.5,"mainstream",0.0772996517456864,1922
"Mazda","CX-5",2015,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",32,25,10.0248403122782,32454.5,"mainstream",0.0745042881009858,1923
"Mazda","CX-5",2015,"regular",155,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",32,26,10.0248403122782,29828.5,"mainstream",0.0760925514142523,1924
"Mazda","CX-5",2015,"regular",155,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",31,25,10.0248403122782,31453.5,"mainstream",0.0750901125559858,1925
"Mazda","CX-5",2015,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,31713.5,"mainstream",0.0749357323962248,1926
"Mazda","CX-5",2016,"regular",155,4,"MANUAL","front wheel drive","4","Midsize","SUV",35,26,10.0248403122782,27897.6,"mainstream",0.0773763588969357,1927
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,33875.2,"mainstream",0.0737105298459717,1928
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,31289.6,"mainstream",0.0751882535337409,1929
"Mazda","CX-5",2016,"regular",155,4,"MANUAL","front wheel drive","4","Midsize","SUV",35,26,10.0248403122782,27897.6,"mainstream",0.0773763588969357,1930
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",33,26,10.0248403122782,29689.6,"mainstream",0.0761813936612729,1931
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,31865.6,"mainstream",0.0748461516011971,1932
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,38233.6,"mainstream",0.0715136100329393,1933
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",33,26,10.0248403122782,36569.6,"mainstream",0.0723135941498528,1934
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,37721.6,"mainstream",0.0717550503679682,1935
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",33,26,10.0248403122782,32275.2,"mainstream",0.0746075475639549,1936
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",33,26,10.0248403122782,32275.2,"mainstream",0.0746075475639549,1937
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",33,26,10.0248403122782,30201.6,"mainstream",0.0758564496225536,1938
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","SUV",33,26,10.0248403122782,36121.6,"mainstream",0.0725367770680987,1939
"Mazda","CX-5",2016,"regular",184,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",30,24,10.0248403122782,33939.2,"mainstream",0.0736757557975888,1940
"Mazda","CX-9",2014,"regular",273,6,"AUTOMATIC","four wheel drive","4","Large","SUV",22,16,10.0248403122782,41047.5,"mainstream",0.0702551753568596,1941
"Mazda","CX-9",2014,"regular",273,6,"AUTOMATIC","front wheel drive","4","Large","SUV",24,17,10.0248403122782,38980.5,"mainstream",0.0711685550966623,1942
"Mazda","CX-9",2014,"regular",273,6,"AUTOMATIC","front wheel drive","4","Large","SUV",24,17,10.0248403122782,42224,"mainstream",0.0697605918948786,1943
"Mazda","CX-9",2014,"regular",273,6,"AUTOMATIC","four wheel drive","4","Large","SUV",22,16,10.0248403122782,47612.5,"mainstream",0.0676970514832687,1944
"Mazda","CX-9",2014,"regular",273,6,"AUTOMATIC","front wheel drive","4","Large","SUV",24,17,10.0248403122782,45545.5,"mainstream",0.068452392432943,1945
"Mazda","CX-9",2014,"regular",273,6,"AUTOMATIC","four wheel drive","4","Large","SUV",22,16,10.0248403122782,44291,"mainstream",0.0689320395519646,1946
"Mazda","CX-9",2015,"regular",273,6,"AUTOMATIC","front wheel drive","4","Large","SUV",24,17,10.0248403122782,45545.5,"mainstream",0.068452392432943,1947
"Mazda","CX-9",2015,"regular",273,6,"AUTOMATIC","four wheel drive","4","Large","SUV",22,16,10.0248403122782,47612.5,"mainstream",0.0676970514832687,1948
"Mazda","CX-9",2015,"regular",273,6,"AUTOMATIC","four wheel drive","4","Large","SUV",22,16,10.0248403122782,41047.5,"mainstream",0.0702551753568596,1949
"Mazda","CX-9",2015,"regular",273,6,"AUTOMATIC","four wheel drive","4","Large","SUV",22,16,10.0248403122782,44291,"mainstream",0.0689320395519646,1950
"Mazda","CX-9",2015,"regular",273,6,"AUTOMATIC","front wheel drive","4","Large","SUV",24,17,10.0248403122782,42224,"mainstream",0.0697605918948786,1951
"Mazda","CX-9",2015,"regular",273,6,"AUTOMATIC","front wheel drive","4","Large","SUV",24,17,10.0248403122782,38980.5,"mainstream",0.0711685550966623,1952
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","front wheel drive","4","Large","SUV",28,22,10.0248403122782,46041.6,"mainstream",0.0682672483577786,1953
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","four wheel drive","4","Large","SUV",27,21,10.0248403122782,42649.6,"mainstream",0.0695859017270484,1954
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","four wheel drive","4","Large","SUV",27,21,10.0248403122782,53721.6,"mainstream",0.0656844798751159,1955
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","front wheel drive","4","Large","SUV",28,22,10.0248403122782,51417.6,"mainstream",0.0664082521189944,1956
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","front wheel drive","4","Large","SUV",28,22,10.0248403122782,40345.6,"mainstream",0.0705587625160076,1957
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","four wheel drive","4","Large","SUV",27,21,10.0248403122782,56339.2,"mainstream",0.0649078660201741,1958
"Mazda","CX-9",2016,"regular",227,4,"AUTOMATIC","four wheel drive","4","Large","SUV",27,21,10.0248403122782,48345.6,"mainstream",0.0674389440245891,1959
"Dodge","Dart",2014,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",36,25,32.4698367636622,21443.5,"mainstream",0.0826372929346408,1960
"Dodge","Dart",2014,"regular",184,4,"MANUAL","front wheel drive","4","Midsize","Sedan",35,22,32.4698367636622,24173.5,"mainstream",0.0801982914697198,1961
"Dodge","Dart",2014,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",35,23,32.4698367636622,29893.5,"mainstream",0.0760511540041145,1962
"Dodge","Dart",2014,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",41,28,32.4698367636622,25993.5,"mainstream",0.078756028924363,1963
"Dodge","Dart",2014,"regular",184,4,"MANUAL","front wheel drive","4","Midsize","Sedan",33,23,32.4698367636622,27293.5,"mainstream",0.0778010023350814,1964
"Dodge","Dart",2015,"regular",184,4,"MANUAL","front wheel drive","4","Midsize","Sedan",33,23,32.4698367636622,28138.5,"mainstream",0.0772102154606365,1965
"Dodge","Dart",2015,"regular",184,4,"MANUAL","front wheel drive","4","Midsize","Sedan",35,22,32.4698367636622,24700,"mainstream",0.079767459717342,1966
"Dodge","Dart",2015,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",41,28,32.4698367636622,26643.5,"mainstream",0.0782712340782533,1967
"Dodge","Dart",2015,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",35,23,32.4698367636622,30933.5,"mainstream",0.0754037135009196,1968
"Dodge","Dart",2015,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",36,25,32.4698367636622,21443.5,"mainstream",0.0826372929346408,1969
"Dodge","Dart",2016,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",39,27,32.4698367636622,24953.6,"mainstream",0.0795640163028456,1970
"Dodge","Dart",2016,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",36,25,32.4698367636622,24313.6,"mainstream",0.0800825111949686,1971
"Dodge","Dart",2016,"regular",184,4,"MANUAL","front wheel drive","4","Midsize","Sedan",35,22,32.4698367636622,24825.6,"mainstream",0.0796663759848282,1972
"Dodge","Dart",2016,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",36,25,32.4698367636622,23033.6,"mainstream",0.0811726164433091,1973
"Dodge","Dart",2016,"regular",184,4,"AUTOMATIC","front wheel drive","4","Midsize","Sedan",35,23,32.4698367636622,31225.6,"mainstream",0.075226750424922,1974
"Dodge","Dart",2016,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",36,25,32.4698367636622,25081.6,"mainstream",0.0794623108459654,1975
"Dodge","Dart",2016,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",36,25,32.4698367636622,21753.6,"mainstream",0.0823412044474469,1976
"Dodge","Dart",2016,"regular",160,4,"MANUAL","front wheel drive","4","Midsize","Sedan",39,27,32.4698367636622,27001.6,"mainstream",0.0780104216264221,1977
"Dodge","Dart",2016,"regular",184,4,"MANUAL","front wheel drive","4","Midsize","Sedan",35,22,32.4698367636622,28281.6,"mainstream",0.077112362012879,1978
